player_id,attempts,completions,yards,tds,ints,epa_per_db,cpoe,name,cmp_pct,ypa,rating,third_down_delta,clutch_att,clutch_cmp_pct,fourth_att,fourth_rate,season
00-0033077,286,185.0,1978.0,11.0,8.0,0.09155866302062782,-0.8513056790785669,D.Prescott,64.6853146853147,6.916083916083916,85.97027972027972,-6.678359417161367,21.0,57.14285714285714,10.0,30.0,2024
00-0033106,579,413.0,4942.0,38.0,15.0,0.38630972105229,4.975909313985279,J.Goff,71.32987910189983,8.535405872193436,108.17141623488773,-4.609655880842325,41.0,65.85365853658537,17.0,70.58823529411765,2024
00-0033119,161,95.0,826.0,2.0,1.0,-0.04862877380350761,-2.928068697452545,J.Brissett,59.006211180124225,5.130434782608695,74.18478260869564,-0.4629629629629548,25.0,36.0,,,2024
00-0033537,216,137.0,1148.0,5.0,3.0,-0.015247161662187248,-2.1934169034163156,D.Watson,63.42592592592593,5.314814814814815,79.01234567901234,-4.964539007092192,10.0,50.0,,,2024
00-0033662,308,187.0,1844.0,12.0,5.0,0.03527335891033146,-8.06432482924792,C.Rush,60.71428571428571,5.987012987012987,83.84740259740259,-11.461864406779668,37.0,45.94594594594595,7.0,28.57142857142857,2024
00-0033873,664,447.0,4607.0,31.0,13.0,0.21959724327264324,2.2979738607955658,P.Mahomes,67.31927710843374,6.938253012048193,94.49673694779118,-3.520849724626281,72.0,62.5,5.0,40.0,2024
00-0034771,228,146.0,1530.0,9.0,9.0,0.06601235093428132,0.23814365964069545,M.Rudolph,64.03508771929825,6.7105263157894735,80.11695906432749,-10.932819854514342,26.0,42.30769230769231,,,2024
00-0034796,520,350.0,4601.0,45.0,5.0,0.4626066543700512,5.083347303441251,L.Jackson,67.3076923076923,8.848076923076922,119.87980769230768,0.14165849406125375,85.0,63.52941176470588,7.0,14.285714285714285,2024
00-0034855,588,422.0,4685.0,43.0,16.0,0.33657698198411246,4.090388451215516,B.Mayfield,71.7687074829932,7.967687074829932,108.1278344671202,-9.261700725115361,62.0,56.451612903225815,,,2024
00-0034857,565,365.0,4367.0,32.0,6.0,0.3199790963618349,2.008676370466823,J.Allen,64.60176991150442,7.729203539823009,102.57743362831857,-6.418918918918912,56.0,50.0,11.0,72.72727272727273,2024
00-0034869,585,386.0,4564.0,36.0,13.0,0.22733771910690861,3.2163541642982607,S.Darnold,65.98290598290598,7.8017094017094015,100.82977207977208,-14.421997755331098,24.0,70.83333333333334,11.0,27.27272727272727,2024
00-0035228,541,372.0,3851.0,21.0,11.0,0.21446570118296168,2.1178644786869496,K.Murray,68.76155268022181,7.118299445471349,93.51124460874925,-12.350877192982459,53.0,60.37735849056604,9.0,44.44444444444444,2024
00-0035289,306,203.0,2013.0,9.0,10.0,0.038439306794722475,0.5195482663836768,G.Minshew,66.33986928104575,6.578431372549019,80.9640522875817,-13.08823529411766,25.0,52.0,,,2024
00-0035704,181,107.0,1071.0,6.0,5.0,-0.0814320635853114,-6.096339811479425,D.Lock,59.11602209944752,5.917127071823204,75.54097605893188,-21.42857142857143,26.0,42.30769230769231,6.0,16.666666666666664,2024
00-0035710,341,216.0,2070.0,8.0,7.0,0.060961469703811,1.4571249014947694,D.Jones,63.34310850439883,6.070381231671554,79.42937438905182,-0.20522955305564494,42.0,59.523809523809526,10.0,40.0,2024
00-0036212,399,291.0,2867.0,19.0,7.0,0.31532725495705327,3.780917965413369,T.Tagovailoa,72.93233082706767,7.18546365914787,101.36278195488721,-9.100719424460422,32.0,65.625,12.0,75.0,2024
00-0036264,458,288.0,3601.0,25.0,14.0,0.1687985180008757,0.17093925459964857,J.Love,62.882096069869,7.862445414847161,92.70378457059681,-8.869089804596541,23.0,56.52173913043478,7.0,42.857142857142854,2024
00-0036355,536,346.0,4112.0,24.0,7.0,0.2138667584696594,0.5450269499184777,J.Herbert,64.55223880597015,7.6716417910447765,97.32587064676616,-10.157004830917884,41.0,48.78048780487805,10.0,50.0,2024
00-0036389,452,313.0,3629.0,23.0,6.0,0.35611399031260343,7.749625416606237,J.Hurts,69.24778761061947,8.028761061946902,104.6736725663717,-10.927536231884062,49.0,73.46938775510205,9.0,66.66666666666666,2024
00-0036442,652,460.0,4918.0,43.0,9.0,0.3271798356839211,6.786788494628706,J.Burrow,70.5521472392638,7.542944785276074,108.53783231083847,-8.995884773662553,78.0,57.692307692307686,15.0,60.0,2024
00-0036945,162,106.0,1106.0,5.0,1.0,0.2272058376779467,2.0307451486587524,J.Fields,65.4320987654321,6.827160493827161,92.77263374485597,0.8571428571428541,17.0,64.70588235294117,,,2024
00-0036971,284,172.0,2045.0,11.0,7.0,0.13616276739265712,-0.9684204069130561,T.Lawrence,60.56338028169014,7.200704225352113,85.19659624413146,-23.90084801043706,31.0,54.83870967741935,6.0,33.33333333333333,2024
00-0036972,262,171.0,1672.0,8.0,8.0,0.08951625089508873,-0.4916906595230103,M.Jones,65.2671755725191,6.3816793893129775,80.51844783715013,-3.5784930767847527,46.0,65.21739130434783,5.0,40.0,2024
00-0037834,455,300.0,3864.0,20.0,12.0,0.27833269615625034,2.0625835928049954,B.Purdy,65.93406593406593,8.492307692307692,96.07600732600736,-9.999091817273644,43.0,53.48837209302325,6.0,33.33333333333333,2024
00-0038579,243,154.0,1612.0,8.0,4.0,0.09068300509895247,-3.5797815256077667,A.O'Connell,63.37448559670782,6.633744855967078,86.65123456790124,-6.521019529956966,17.0,64.70588235294117,7.0,42.857142857142854,2024
00-0039150,384,234.0,2403.0,15.0,9.0,0.08138452100788682,0.6654147484176338,B.Young,60.9375,6.2578125,82.19401041666666,-10.255866553576475,31.0,45.16129032258064,16.0,50.0,2024
00-0039152,301,190.0,2091.0,13.0,12.0,0.00011679207956804772,-0.4322967913052807,W.Levis,63.12292358803987,6.946843853820598,81.41611295681064,-8.866133866133865,19.0,36.84210526315789,10.0,20.0,2024
00-0039163,593,377.0,4254.0,21.0,13.0,0.17334517717861675,-1.2185807413501772,C.Stroud,63.57504215851601,7.1736930860033725,87.62296233839236,-4.931358381502889,57.0,52.63157894736842,9.0,55.55555555555556,2024
00-0039164,264,126.0,1814.0,8.0,12.0,-0.04303778312103795,-10.859591457020327,A.Richardson,47.72727272727273,6.871212121212121,61.64772727272728,-9.575757575757578,28.0,32.142857142857146,9.0,33.33333333333333,2024
00-0039376,228,130.0,1317.0,4.0,5.0,-0.11539310448431435,-9.06213659076064,S.Rattler,57.01754385964912,5.776315789473684,70.37646198830409,-14.581909318751428,40.0,65.0,9.0,55.55555555555556,2024
00-0039732,589,389.0,3919.0,30.0,12.0,0.12110060717250457,0.36463588213836645,B.Nix,66.04414261460101,6.65365025466893,93.3326259196378,-9.8883572567783,39.0,66.66666666666666,13.0,53.84615384615385,2024
00-0039851,338,225.0,2276.0,15.0,10.0,0.13529356225427933,2.835872181639168,D.Maye,66.5680473372781,6.733727810650888,88.0793885601578,-8.392548492414065,30.0,66.66666666666666,8.0,50.0,2024
00-0039910,594,406.0,4390.0,30.0,10.0,0.27223024091381115,3.286895609762467,J.Daniels,68.35016835016835,7.390572390572391,99.65628507295176,-10.776487663280122,41.0,65.85365853658537,16.0,81.25,2024
00-0039918,562,351.0,3541.0,20.0,6.0,0.1311271830396997,-0.10216506162365735,C.Williams,62.45551601423488,6.300711743772242,87.79655990510085,-11.978835978835981,63.0,53.96825396825397,27.0,62.96296296296296,2024
00-0023459,530,344.0,3468.0,24.0,8.0,0.12210069176168466,-0.40555955523038767,A.Rodgers,64.90566037735849,6.543396226415094,92.24056603773585,-2.5793650793650755,65.0,60.0,12.0,41.66666666666667,2025
00-0026158,416,251.0,2479.0,15.0,10.0,-0.00020127145217274336,-2.8235056625746693,J.Flacco,60.33653846153846,5.959134615384615,79.19671474358974,-10.446428571428577,57.0,56.14035087719298,11.0,45.45454545454545,2025
00-0026498,716,454.0,5643.0,52.0,9.0,0.3196957301777916,0.6893119348515055,M.Stafford,63.40782122905028,7.881284916201118,106.73300744878958,-17.303980827554042,75.0,52.0,17.0,64.70588235294117,2025
00-0029604,269,166.0,1721.0,10.0,5.0,0.08848972607734547,-2.7993222954226473,K.Cousins,61.71003717472119,6.397769516728625,84.81257744733583,-7.098039215686278,42.0,57.14285714285714,10.0,50.0,2025
00-0030565,448,302.0,3025.0,19.0,17.0,0.06403331999248484,0.7071255871625705,G.Smith,67.41071428571429,6.752232142857143,84.71912202380953,-4.834347532116297,29.0,72.41379310344827,12.0,66.66666666666666,2025
00-0032268,227,139.0,1695.0,10.0,7.0,0.12005174140293515,3.1971061655453274,M.Mariota,61.23348017621145,7.466960352422907,86.05910425844347,-13.157894736842103,26.0,57.692307692307686,12.0,66.66666666666666,2025
00-0032950,169,110.0,1216.0,6.0,5.0,0.19440751514773544,1.1112414902041416,C.Wentz,65.08875739644971,7.195266272189349,85.8111439842209,-17.49893299189074,15.0,66.66666666666666,,,2025
00-0033077,600,404.0,4552.0,30.0,10.0,0.2647229877274468,2.201662289157306,D.Prescott,67.33333333333333,7.586666666666667,99.52777777777779,-3.833263510682869,46.0,71.73913043478261,26.0,61.53846153846154,2025
00-0033106,578,393.0,4564.0,34.0,8.0,0.3122282643687561,1.776595577433869,J.Goff,67.99307958477509,7.896193771626297,105.4858708189158,-7.117319112834807,52.0,69.23076923076923,22.0,63.63636363636363,2025
00-0033119,485,315.0,3366.0,23.0,8.0,0.17336113207852238,1.6353199922803716,J.Brissett,64.94845360824742,6.9402061855670105,94.05927835051546,-2.4746192893400973,46.0,58.69565217391305,16.0,31.25,2025
00-0033873,502,315.0,3587.0,22.0,11.0,0.21122274634926538,0.3364148339055809,P.Mahomes,62.74900398406375,7.145418326693227,89.62483399734396,-10.429331306990889,51.0,45.09803921568628,16.0,75.0,2025
00-0034796,302,192.0,2549.0,21.0,7.0,0.2764514272578891,1.758682671292075,L.Jackson,63.576158940397356,8.440397350993377,103.75275938189847,-13.784595580347577,34.0,64.70588235294117,10.0,70.0,2025
00-0034855,543,343.0,3693.0,26.0,11.0,0.11631414671885514,-2.1161465592809603,B.Mayfield,63.16758747697975,6.801104972375691,90.58087783916514,-11.102650015229969,62.0,61.29032258064516,15.0,26.666666666666668,2025
00-0034857,534,372.0,4224.0,29.0,12.0,0.30209308038070665,3.9495822264739315,J.Allen,69.66292134831461,7.910112359550562,101.83364544319602,-1.9910698013486439,39.0,66.66666666666666,20.0,55.00000000000001,2025
00-0034869,568,379.0,4720.0,30.0,14.0,0.2887568270934465,4.66605861648723,S.Darnold,66.72535211267606,8.309859154929578,99.64788732394366,-8.592070181474156,58.0,56.896551724137936,6.0,66.66666666666666,2025
00-0035228,161,110.0,962.0,6.0,3.0,0.17357152537581472,-0.5287806509406703,K.Murray,68.32298136645963,5.975155279503106,88.574016563147,-11.106346483704975,,,,,2025
00-0035710,384,261.0,3101.0,19.0,8.0,0.28981301018443795,2.2971419322906166,D.Jones,67.96875,8.075520833333334,100.18446180555556,-2.9448621553884635,22.0,63.63636363636363,7.0,57.14285714285714,2025
00-0036212,384,260.0,2660.0,20.0,15.0,0.16279931413756302,2.020270698438815,T.Tagovailoa,67.70833333333334,6.927083333333333,88.45486111111111,-12.626262626262623,41.0,65.85365853658537,12.0,58.333333333333336,2025
00-0036264,485,315.0,3704.0,27.0,6.0,0.33665251307425886,5.275833812482108,J.Love,64.94845360824742,7.637113402061856,101.43041237113404,-8.266828591256072,62.0,51.61290322580645,18.0,66.66666666666666,2025
00-0036355,543,359.0,3886.0,26.0,13.0,0.18058404363422492,1.3340284692422124,J.Herbert,66.11418047882137,7.156537753222836,92.98265807243708,-8.268824771287825,39.0,58.97435897435898,8.0,62.5,2025
00-0036389,489,314.0,3392.0,26.0,6.0,0.17311717258446238,2.363236406878639,J.Hurts,64.21267893660531,6.936605316973415,97.1071915473756,-2.2359913793103487,53.0,54.71698113207547,10.0,50.0,2025
00-0036442,259,173.0,1809.0,17.0,5.0,0.24580296862551307,4.6542982120187055,J.Burrow,66.79536679536679,6.984555984555985,100.68371943371943,2.6710684273709546,22.0,50.0,6.0,66.66666666666666,2025
00-0036898,159,91.0,915.0,5.0,1.0,-0.009904853989735781,-6.613421734226377,D.Mills,57.23270440251572,5.754716981132075,81.61687631027252,-0.8741258741258662,26.0,61.53846153846154,,,2025
00-0036945,204,128.0,1259.0,7.0,1.0,0.08235526792461913,-1.8688385634078193,J.Fields,62.745098039215684,6.171568627450981,89.4812091503268,-2.922227335480912,16.0,50.0,7.0,42.857142857142854,2025
00-0036971,590,359.0,4214.0,32.0,14.0,0.1783189745921922,-2.0475427629847975,T.Lawrence,60.84745762711864,7.142372881355932,90.7415254237288,-4.193163751987285,39.0,64.1025641025641,10.0,20.0,2025
00-0036972,293,203.0,2155.0,13.0,6.0,0.24584461535235033,3.367273509502411,M.Jones,69.28327645051195,7.354948805460751,96.7221274175199,-14.57388398185725,41.0,63.41463414634146,7.0,28.57142857142857,2025
00-0037834,342,230.0,2569.0,22.0,13.0,0.25620105262845005,5.600021889916173,B.Purdy,67.2514619883041,7.511695906432749,95.02923976608187,1.5557476231633558,31.0,54.83870967741935,7.0,42.857142857142854,2025
00-0039150,518,325.0,3275.0,24.0,12.0,0.05866507884419512,0.46527160180581584,B.Young,62.74131274131274,6.322393822393822,86.502574002574,-6.230542880293413,52.0,50.0,23.0,56.52173913043478,2025
00-0039163,502,314.0,3503.0,21.0,13.0,0.1628835112316214,-1.6370263558551357,C.Stroud,62.54980079681275,6.97808764940239,86.43758300132802,-0.2813852813852833,42.0,52.38095238095239,8.0,37.5,2025
00-0039376,257,174.0,1586.0,8.0,5.0,0.031024699105263287,2.356776996534698,S.Rattler,67.70428015564202,6.171206225680934,86.4867055771725,-16.19047619047619,33.0,51.515151515151516,7.0,28.57142857142857,2025
00-0039732,658,414.0,4210.0,28.0,12.0,0.14634451961935163,-1.4296785163879395,B.Nix,62.91793313069909,6.398176291793313,87.75962512664641,-6.2388591800356465,66.0,53.03030303030303,12.0,41.66666666666667,2025
00-0039851,612,424.0,5222.0,37.0,12.0,0.3915549437416369,8.003999165490143,D.Maye,69.28104575163398,8.532679738562091,107.35294117647058,-15.14853433012,58.0,62.06896551724138,17.0,76.47058823529412,2025
00-0039910,188,114.0,1262.0,8.0,3.0,0.11410999807844653,-2.7290871259809912,J.Daniels,60.63829787234043,6.712765957446808,88.12056737588651,-15.389527458492978,,,9.0,44.44444444444444,2025
00-0039917,276,166.0,1982.0,9.0,3.0,0.11786285698133417,-3.6196675941799628,M.Penix,60.14492753623188,7.181159420289855,88.46618357487924,-15.217391304347828,24.0,54.166666666666664,8.0,25.0,2025
00-0039918,658,377.0,4560.0,31.0,12.0,0.1523946097767847,-4.002123195010598,C.Williams,57.29483282674772,6.930091185410334,86.8097771023303,-0.625,88.0,50.0,29.0,44.827586206896555,2025
00-0039923,243,140.0,1632.0,11.0,12.0,-0.015589295059642029,-5.7238704704937815,J.McCarthy,57.61316872427984,6.716049382716049,72.59087791495199,-15.76600677724273,35.0,54.285714285714285,8.0,62.5,2025
00-0040398,153,88.0,739.0,2.0,7.0,-0.24386700218745214,-10.029100304519808,B.Cook,57.51633986928104,4.830065359477124,55.433006535947705,-4.166666666666664,,,10.0,40.0,2025
00-0040668,212,120.0,1400.0,7.0,10.0,-0.08436183002345334,-4.999649264873603,S.Sanders,56.60377358490566,6.60377358490566,68.12106918238993,1.5295576684580396,21.0,42.857142857142854,,,2025
00-0040676,540,323.0,3169.0,15.0,7.0,0.020834488214712957,-2.9296753610781057,C.Ward,59.81481481481481,5.868518518518519,80.23919753086419,-10.682934087189409,54.0,46.2962962962963,20.0,50.0,2025
00-0040691,339,216.0,2272.0,15.0,5.0,0.15876707085912872,-0.19310220034289144,J.Dart,63.716814159292035,6.702064896755163,91.70968534906588,-5.2631578947368425,29.0,44.827586206896555,12.0,33.33333333333333,2025
00-0040704,185,110.0,937.0,7.0,2.0,-0.07880221549226607,-7.507056821117085,D.Gabriel,59.45945945945946,5.064864864864865,80.8445945945946,-5.387205387205384,21.0,57.14285714285714,5.0,20.0,2025
00-0040743,327,221.0,2384.0,10.0,6.0,0.19969899645898634,1.6081743202512226,T.Shough,67.58409785932722,7.290519877675841,91.329001019368,5.376344086021497,39.0,58.97435897435898,8.0,37.5,2025
